Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
255,HORIZON-KNOWLEDGE WELFARE FOUNDATION,"U85500JH2025NPL024792
GIRIDIH (Jharkhand)","S/O JATADHARI PRASAD VILL MANGRODIH P O DANDIDIH PS GIRIDIH GIRIDIH DIST GIRIDIH JHARKHAND 815301, Giridih, GIRIDIH (Jharkhand) - 815301","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Labour & Employment, Land Resources, Rural Development & Poverty Alleviation, Science & Technology, Skill Development, Sports, Water Resources, Women's Development & Empowerment"
256,HUMAN AND HERITAGE CARE FOUNDATION,"U85300JH2020NPL015474
CHATRA (Jharkhand)","C/O SHRI SHARWAN KUMAR, SHARWAN COMPLEX, 46R, IBR COLONY BACHRA,, BACHRA, Chatra, Jharkhand, India, 829201, BACHRA, CHATRA (Jharkhand) - 829201",--
257,HUMANITY PROGRESSIVE HANDS FOUNDATION,"U85500JH2024NPL022101
BOKARO (Jharkhand)","C/O- SATYA NARAYAN , CITY CENTRE PLOT NO-CL-17E B S, SECTOR- IV, CHAS BOKARO, JHARKHAND -827004, BOKARO, BOKARO (Jharkhand) - 827004",--
258,I-HUB STARTUP JHARKHAND FOUNDATION,"U88100JH2025NPL025310
RANCHI (Jharkhand)","C/O TEJNATH SAHU, R/O KOCHATOLI PO/PS NAMKUM, Namkum, Ranchi, Ranchi- 834010, Jharkhand, Namkum, RANCHI (Jharkhand) - 834010","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
259,IDEATE INSPIRE IGNITE FOUNDATION,"U85300JH2022NPL018963
RANCHI (Jharkhand)","House NoH I / 218 Harmu Housing Colony, Harmu., Ranchi, RANCHI (Jharkhand) - 834002",--
260,IHMO FOUNDATION,"U85320JH2019NPL013562
RANCHI (Jharkhand)","HOLDING NO. 362, KHWAJA QAURMUDDIN COMPLEX, KUMAR TOLI, RANCHI, JHARKHAND 834001, Angara, RANCHI (Jharkhand) - 834001","Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Micro Small & Medium Enterprises, Minority Issues, Skill Development, Women's Development & Empowerment"
261,Imperial Building Concept & Design Private Limited,"U45200JH2007PTC012936
EAST SINGHBUM (Jharkhand)","H no 20 road no-1 kgn colony mango , zakirnagar (w) jamshedpur, jharkhand-832110, jamshedpur mamgo, EAST SINGHBUM (Jharkhand) - 832110",--
262,INDIGO CHARITABLE FOUNDATION,"U85300JH2020NPL014289
RANCHI (Jharkhand)","701, 7TH FLOOR, NILE COMPLEX, OLD HB ROAD, RANCHI 834001, RANCHI, RANCHI (Jharkhand) - 834001",--
263,INDUSOREVATE FOUNDATION,"U88900JH2025NPL024654
RAMGARH (Jharkhand)","QTR No E258 Road No 18 PTPS, Patratu, RAMGARH (Jharkhand) - 829119","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Dalit Upliftment, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, New & Renewable Energy, Rural Development & Poverty Alleviation, Skill Development, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs"
264,INPRAVIA GLOBAL NETWORKS PRIVATE LIMITED,"U74910JH2019PTC013021
RANCHI (Jharkhand)","INPRAVIA GLOBAL NETWORKS PRIVATE LIMITED WARD NO 06 , KUMAR BAG ROAD, ARSANDAY, KANKE, BLOCK CHOWK, RANCHI, Ranchi, Jharkhand, India, 834006, RANCHI, RANCHI (Jharkhand) - 834006",--
265,INTELLIGENTSIA TEACHER EDUCATORS FOUNDATION,"024284
DHANBAD (Jharkhand)","C/O SANJIV KUMAR SINGH, NUNUDIH NEW KALIMANDIR, Patherdih, Dhanbad, Jharkhand, India, Jharia-Cum-Jorapokhar-Cum-Sindri, DHANBAD (Jharkhand) - 828119","Agriculture, Education & Literacy, Environment & Forests, Health & Family Welfare, Rural Development & Poverty Alleviation, Scientific & Industrial Research, Skill Development, Vocational Training, Women's Development & Empowerment, Youth Affairs"
266,INTELLIONYX NIDAAN FOUNDATION,"U88900JH2024NPL022842
DHANBAD (Jharkhand)","C/O CHUDKI DEVI RAM LAL, MANJHI KUSMATAND BALIAPUR, Pargha, Dhanbad, Dhanbad, DHANBAD, DHANBAD (Jharkhand) - 828201",--
267,INVIGORATE FOUNDATION,"U85500JH2024NPL022067
HAZARIBAGH (Jharkhand)","C/O MD SHAHNAWAZ, VILL HATHAMERI, Sultana, Katkamsandi, Hazaribag- 825319, Jharkhand, Katkamsandi, HAZARIBAGH (Jharkhand) - 825319",--
268,Irshita Educational Foundation,"U85300JH2019NPL013443
GUMLA (Jharkhand)","C/O Hari Das Oraon Village: Daudnagar, Puggu, Inside AVM HIGH SCHOOL GUMLA, Gumla, GUMLA (Jharkhand) - 835207",--
269,ISDG RESEARCH FOUNDATION,"U85320JH2019NPL012939
RANCHI (Jharkhand)","107/D, Road No1, Mandir Marg, Ashok Nagar, RANCHI, RANCHI (Jharkhand) - 834002","Agriculture, Animal Husbandry, Dairying & Fisheries, Education & Literacy, Environment & Forests, New & Renewable Energy, Nutrition, Rural Development & Poverty Alleviation, Skill Development, Tribal Affairs"
270,ISKO WORLD FOUNDATION,"U88900JH2025NPL024251
RANCHI (Jharkhand)","ISKO WORLD FOUNDATION PLOT NO-1426, AT-BARAM, PO-MAHILONG, Tatisilway, Angara,, Angara, RANCHI (Jharkhand) - 835103","Agriculture, Animal Husbandry, Dairying & Fisheries, Art & Culture, Education & Literacy, Environment & Forests, Health & Family Welfare, Land Resources, Panchayati Raj, Skill Development, Women's Development & Empowerment"
271,JAGGANATH KRIPA FOUNDATION,"020484
HAZARIBAGH (Jharkhand)","C/ O ABHISHEK KR SINGH, SIJUA, CHOUPARAN, HAZARIBAG, JHARKHAND, INDIA825406, CHOUPARAN, HAZARIBAGH (Jharkhand) - 825406",--
272,JAGRAT SIDDHARTH FOUNDATION,"U74999JH2017NPL010467
GARHWA (Jharkhand)","BISHUNPUR, OPPOSITE SBI, GARWA, GARHWA (Jharkhand) - 822114",--
273,JAGRITI SOCIO ECONOMIC EMPOWERMENT SERVICES,"U74999JH2013NPL001475
RANCHI (Jharkhand)","NAV BHARAT JAGRITI KENDRA,ROAD NO1, SHANTMAN NAGAR,NEAR IMAM KOTHI, KOKAR, RANCHI, JHARKHAND - 834009, Ranchi, RANCHI (Jharkhand) - 834009",--
274,JAI BABA JAGNATH DHAM SEVA SAMITI FOUNDATION,"U85300JH2022NPL019081
GIRIDIH (Jharkhand)","C/o Jai Baba Jagnath Bramchari Gauravanand NA Vill DeopahariKharagdiha, Giridih, Jharkhand, Jharkhand, India, 815314, Giridih, GIRIDIH (Jharkhand) - 815314","Education & Literacy, Environment & Forests, Human Rights, Information & Communication Technology, Labour & Employment, Nutrition, Scientific & Industrial Research, Skill Development, Vocational Training"
275,JAI DHARTI MAA FOUNDATION,"017477
DHANBAD (Jharkhand)","S/O RAM BILASH YADAV, 2686, BHULI MORE, Dhanbad, DHANBAD (Jharkhand) - 828104",--
276,JAI JAGGANATH GURUKULAM FOUNDATION,"020438
HAZARIBAGH (Jharkhand)","AT - SIJUA, CHOUPARAN, CHOUPARAN, HAZARIBAG, JH - 825406, Chauparan, HAZARIBAGH (Jharkhand) - 825406","Aged/Elderly, Animal Welfare, Art & Culture, Education & Literacy, Environment & Forests, Religious, Sports"
277,JAIN INTERNATIONAL TRADE ORGANISATION-RANCHI,"U85200JH2019NPL013167
RANCHI (Jharkhand)","2ND FLOOR,PMPK HOUSE, S.N GANGULY ROAD OCC COMPOUND, RANCHI SADAR, RANCHI 834001 JHARKHAND, Ranchi, RANCHI (Jharkhand) - 834001",--
278,JAN MEDHA FOUNDATION,"U88900JH2023NPL020831
GIRIDIH (Jharkhand)","TAH COMPLEX, BARA CHOWK. GIRIDIH 815301, GIRIDIH, GIRIDIH (Jharkhand) - 815301",--
279,JANKALYAN DREAMRISE FOUNDATION,"U85500JH2024NPL022031
GIRIDIH (Jharkhand)","H.N. 05, VILL PAHARPUR, POST HANDADIH, PS, Handadih, Giridih, GIRIDIH, GIRIDIH (Jharkhand) - 815316",--
280,JANKRANTI WELFARE FOUNDATION,"U85300JH2021NPL017143
GIRIDIH (Jharkhand)","W/O BINOD MANDAL, VILL-CH, PO PHULJHARIYA, PANCHAYAT RASANJORI, NEAR S CHIKSORIYA, Giridih, GIRIDIH, Jharkhand, India, 815312, Giridih, GIRIDIH (Jharkhand) - 815312","Agriculture, Children, Dalit Upliftment, Education & Literacy, Women's Development & Empowerment"
281,JANMANAV KALYAN FOUNDATION,"U88900JH2024NPL022843
HAZARIBAGH (Jharkhand)","AT RAJA BANGLA SADAR HAZARIBAGH, HAZARIBAGH, HAZARIBAGH (Jharkhand) - 825301",--
282,JANVISHISHT FOUNDATION,"U85300JH2022NPL018651
GIRIDIH (Jharkhand)","AT- BORO, BAZAR SAMITI, NEAR SAHYOG HOSPITAL , GIRIDIH, JHARKHAND 815316, RANCHI, GIRIDIH (Jharkhand) - 815316",--
283,JASPURIA FEDRATION,"U80904JH2018NPL012101
RANCHI (Jharkhand)","FLAT NO-2D, KRISHNA ASTHAL APPT., LALU KHATAL BARIATU, RANCHI, RANCHI (Jharkhand) - 834009",--
284,JAWA POONP EDUCATIONAL AND WELFARE FOUNDATION,"U85307JH2024NPL023224
GUMLA (Jharkhand)","C/o Priti Shila Oraon, at, Champa Nagar, Sisai Road, Gumla, Gumla, Gumla- 835207, Jharkhand, Gumla, GUMLA (Jharkhand) - 835207",--
285,JAYLAX INDIA FOUNDATION,"U85500JH2023NPL020309
RANCHI (Jharkhand)","Piskanagri, Ratu, Ranchi, Ranchi, RANCHI (Jharkhand) - 835303",--
286,JEET NAV CARE FOUNDATION,"U88900JH2024NPL023438
HAZARIBAGH (Jharkhand)","S/O RAM KRISHNA JAISWAL, JAI PRAKASH MARG HAZARIBAG, BODDAM BAZAR, HAZARIBAG, HAZARIBAG-825301 JHARKHAND (INDIA), Hazaribagh, HAZARIBAGH (Jharkhand) - 825301",--
287,JEEVAN MARG 888 FOUNDATION,"U85300JH2020NPL015747
EAST SINGHBUM (Jharkhand)","C/O DEVESH KR. SINGH, HILL VIEW COLONY, ROAD NO-3, MANGO PS-MGM COLLEGE, JAMSHEDPUR, Purba Singhbhum, Jharkhand, India, 831012, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831012",--
288,JEEWAN-JYOTI FOUNDATION,"U88900JH2025NPL024561
LOHARDAGA (Jharkhand)","mission chawk gumla road po-lohardaga,lohardaga, jharkhand, 835302, Lohardaga, LOHARDAGA (Jharkhand) - 835302","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Children, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Skill Development, Tribal Affairs, Vocational Training, Water Resources, Women's Development & Empowerment"
289,JEON ASH FOUNDATION,"U88900JH2023NPL021492
DUMKA (Jharkhand)","C/O HOPNA MURMURAMBANI SHIKARPARA DUMKA, RANGA MASALIA, DUMKA MASALIA JHARKHAND 814167 IN, DUMKA, DUMKA (Jharkhand) - 814167",--
290,JHAR FOUNDATION,"U94910JH2023NPL020211
RANCHI (Jharkhand)","1-B, NILKANTH APARTMENT, KANKE ROAD, POST-JAWAHAR NAGAR, NEAR GANDHI NAGAR GATE, Ranchi, RANCHI (Jharkhand) - 834008",--
291,JHARKHAND DEAF WOMEN FOUNDATION,"U85104JH2024NPL022858
SARAIKELA KHARSAWAN (Jharkhand)","PLOT NO.5, ADITYA SYNDICATE COLONY, R.I.T, JAMSHEDPUR, SARAIKELA- KHARSAWAN, JHARKHAND-831014, SERAIKELA, SARAIKELA KHARSAWAN (Jharkhand) - 831014",--
292,JHARKHAND PICKLEBALL ASSOCIATION,"024809
RANCHI (Jharkhand)","Hurhuri P.O. Silagain, P.S. Chanho, Silagain, Silagain, Ranchi, Itki, Jharkhand, India, 835301, Silli, RANCHI (Jharkhand) - 835301","Education & Literacy, Sports"
293,JHARKHAND REFRACTORY RESEARCH & DEVELOPMENT CENTRE,"U73100JH2011NPL015063
DHANBAD (Jharkhand)","NEHRU ROAD, CHIRKUNDA, JHARKHAND, INDIA, 828202, Nirsa-Cum-Chirkunda, DHANBAD (Jharkhand) - 828202","Labour & Employment, Land Resources, Scientific & Industrial Research"
294,JHJSR NAVACHAR RESEARCH INCUBATION AND INNOVATION COUNCIL,"U88900JH2023NPL020486
RANCHI (Jharkhand)","25/1-2, ROAD NO- 5, BAGBERA HOUSING COLONY , EAST SINGHBHUM, Bagbera B.O,, RANCHI, RANCHI (Jharkhand) - 831002",--
295,JHUMRI TELAIYA GYMKHANA CLUB,"002210
KODERMA (Jharkhand)","HOUSE NO. 2, I.M.S. ROAD, JHUMRI TELAIYA, KODERMA, JHARKHAND, INDIA825409, KODERMA, KODERMA (Jharkhand) - 825409",--
296,JIVAN YASH SAMRIDHI FOUNDATION,"U88900JH2025NPL024325
RANCHI (Jharkhand)","C/O PARMESHWAR SHARMA, ROAD NO-3, NEAR OJHA Ranchi G.P.O., Kanke, RANCHI (Jharkhand) - 834001","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
297,JOANNA GRACIOUS FOUNDATION,"152416
SIMDEGA (Jharkhand)","S/OODEL BARA H.NO: 66 Thakur Toli, Simdega, Simdega, Simdega, Simdega-835223, Simdega, SIMDEGA (Jharkhand) - 835223",--
298,JOHAR LORD BUDDHA FOUNDATION,"U72200JH2024NPL022848
RANCHI (Jharkhand)","Bharat Bhushan, Durga Mandir Lane, Chunna Bhatta, Kokar, Ranchi, RANCHI (Jharkhand) - 834001",--
299,JOSUA LIFE UPLIFTMENT FOUNDATION,"U88100JH2024NPL022946
DUMKA (Jharkhand)","C/O- TUKUNA KAR, VILL- KHIJURIA, Kurwa, Dumka, Dumka- 814119, Jharkhand, DUMKA, DUMKA (Jharkhand) - 814119",--
300,JPS JAN SEWA FOUNDATION,"U85320JH2020NPL013902
CHATRA (Jharkhand)","C/OJITENDRA KR SINGH, LORAM, ITKHORI, Chatra, Jharkhand, India, 825408, ITKHORI, CHATRA (Jharkhand) - 825408",--
301,JRGA FOUNDATION,"U88900JH2025NPL024491
RANCHI (Jharkhand)","JRGA FOUNDATION PLOT NO. K1 TUPUDANA, INDUSTRIAL AREA, HATIA, Hatia, Ranchi, Ranchi, Ranchi- 834003, Jharkhand, Namkum, RANCHI (Jharkhand) - 834003","Education & Literacy, Health & Family Welfare, Labour & Employment, Micro Small & Medium Enterprises, Skill Development"
302,JSEC FOUNDATION,"U80904JH2019NPL013838
GODDA (Jharkhand)","JSEC FOUNDATION C/O PANKAJ KUMAR JHA AT SATSANG NAGAR GODDA DIST GODDA JHARKHAND, GODDA, GODDA (Jharkhand) - 814133",--
303,JUGARS FOUNDATION,"U85300JH2021NPL017500
RANCHI (Jharkhand)","Shop No 4, Krishna Basant Enclave, Ratu Road, Ranchi, Ranchi, RANCHI (Jharkhand) - 825402",--
304,JULEKHA FOUNDATION,"U88900JH2023NPL020744
BOKARO (Jharkhand)","Haji- Idu Miyan, House No. 176, Gaush Nagar, Bharra, Thakur Mohalla, Madrasa Road, Chas, Bokaro- 827013, Jharkhand., Chas, BOKARO (Jharkhand) - 827013","Children, Civic Issues, Education & Literacy, Health & Family Welfare"
305,JUT-CENTER FOR INNOVATION INCUBATION AND ENTREPRENEURSHIP,"U85500JH2024NPL023526
RANCHI (Jharkhand)","TECHINICAL EDUCATION, JHARKHAND SIRKATOLI, NAMKUM, RANCHI-834010, JHARKHAND, INDIA,, RANCHI, RANCHI (Jharkhand) - 834010",--
306,KALAPATARU DHANVANTRI FOUNDATION,"U80903JH2018NPL010857
DHANBAD (Jharkhand)","HN- 107, CHOUDHARY NIWAS, BIRAJPUR ROAD, NEAR KALI, MANDIR, SADHOBAD, RAJGANJ, DHANBAD JHARKHAND- 828113, Dhanbad, DHANBAD (Jharkhand) - 828113",--
307,KALIMANDA DURGA PUJA FOUNDATION,"U85190JH2021NPL017773
KODERMA (Jharkhand)","BAZAR ROAD, kodrema, KODERMA (Jharkhand) - 825418",--
308,KALKYAVATARA FOUNDATION,"020294
RANCHI (Jharkhand)","TAGORE HILL CIRCLE(NORTH) MORABADI RANCHI, RANCHI, RANCHI (Jharkhand) - 834001",--
309,Kalpavriksh Foundation,"U74999JH2016NPL008765
EAST SINGHBUM (Jharkhand)","C-14, Sahara Complex Road no 4, Ramnagar, P.O- Sonari Jamshedpur, Jharkhand, Jamshedpur, EAST SINGHBUM (Jharkhand) - 831011",--
310,KALYAN MICRO SERVICES FOUNDATION,"U85300JH2021NPL017408
RANCHI (Jharkhand)","C/O SURESH KUMAR SINGH CHAKRABORTY TOWER SHIVAJI PARK NEAR HEHAL POST RANCHI JHARKHAND, Nagri, RANCHI (Jharkhand) - 834005","Micro Finance (SHGs), Micro Small & Medium Enterprises"
311,KAMALAYAGYA FOUNDATION,"U85300JH2021NPL016143
RANCHI (Jharkhand)","KAMALAYAGYA FOUNDATIONC/O RANGAM KUMAR MISHRA H,NO 197, RAMNAGAR, KOCHATOLI,TUMBAGUTTU, NAMKUM,RANCHI-834010 JHARKHAND, RANCHI, RANCHI (Jharkhand) - 834010",--
312,KAMALNATH GHOSH FOUNDATION,"158119
RANCHI (Jharkhand)","QTR. NO. E/2, MEURS ROAD, RAJBHAVAN GATE NO.02, KANKE ROAD, RANCHI 834008, Ranchi, RANCHI (Jharkhand) - 834008",--
313,KANYA JAGRITI FOUNDATION,"U88900JH2025NPL024453
DHANBAD (Jharkhand)","C/o Mira Panja, Jharnapara, Near Babloo Dharamshala, Hirapur, Dhanbad-Cum-Kenduadih-Cum-Jagata, DHANBAD (Jharkhand) - 826001",Women's Development & Empowerment
314,KARTAVYANISHTHA FOUNDATION,"U85500JH2024NPL023064
LATEHAR (Jharkhand)","C/O NIRANJAN PRASAD PURAYAR, PLOT NO. 85, SEREGARA ROAD, VILLAGE TASATWAR, P.O AND P.S BALUMATH, BALUMATH-829202, LATEHAR, JHARKHAND, INDIA,, BALUMATH, LATEHAR (Jharkhand) - 829202",--
315,KARTAVYAPATH FOUNDATION,"023075
RANCHI (Jharkhand)","C/O S.N. SHARMA, DALADALI, NEAR KATHAL MORE ROAD, GUTUA, PISKA NAGRI, PISKANAGRI, RANCHI, RANCHI, JHARKHAND-835303, INDIA,, RANCHI, RANCHI (Jharkhand) - 835303",--
316,KARUAS INTERNATIONAL FOUNDATION,"U85190JH2021NPL017512
EAST SINGHBUM (Jharkhand)","C/O Mahendra Karua,Sri Maha Mangala, Niwas, Ittabhata,Near Gandhi Market, Jharkhand, Purba Singhbhum, Jharkhand, India, 832102, PURBA SINGHBHUM, EAST SINGHBUM (Jharkhand) - 832102",--
317,KAULESHWARI VIDYAPEETH FOUNDATION,"U85300JH2019NPL013826
CHATRA (Jharkhand)","C/OANIL KUMAR, NAWADIH, PO PS- HUNERGANJ, CHATRA, Jharkhand, India, 825408, HUNERGANJ, CHATRA (Jharkhand) - 825408",--
318,KAVYA KRISHNA LAKSHIT FOUNDATION,"U85200JH2022NPL019409
RANCHI (Jharkhand)","C/O INDRAMOHAN KUMAR MISHRA SAMRIDDHI, SQUARE SHOP NO-505 5TH FLOOR KISHORGANJ, RANCHI, JHARKHAND, PIN- 834001 , Ranchi, RANCHI (Jharkhand) - 834001",--
319,KESAV KRIPA CHHAYA FOUNDATION,"023801
RANCHI (Jharkhand)","KOTHI-13, MARWARI AROGYA, Bhawan Bariatu, Ranchi,Bariatu, Ranchi, Ranchi, Jharkhand, India, 834009, Kanke, RANCHI (Jharkhand) - 834009","Animal Husbandry, Dairying & Fisheries, Animal Welfare"
320,KESHAV WELFARE ORGANISATION,"2424
DHANBAD (Jharkhand)","BRINDAVAN COLONY NEAR GOL BUILDING CHECK POST P.OK.G Ashram P.S- Saraidhela District Dhanbad Jharkhand 828127, Dhanbad, DHANBAD (Jharkhand) - 828127",--
321,KESHAVI CARE FOUNDATION,"17042
DHANBAD (Jharkhand)","C/o Arun Kumar Tiwary, OM DAYAL KUNJ, K.G.Ashram, Dhanbad, Dhanbad- 828109, Jharkhand, Dhanbad-Cum-Kenduadih-Cum-Jagata, DHANBAD (Jharkhand) - 828109","Education & Literacy, Youth Affairs"
322,KHATIYANI JHARKHANDI FOUNDATION,"U88900JH2023NPL020297
RANCHI (Jharkhand)","C/o- Budheshwar Mahato, Flat- 412/C, Vikas Enclave Dumardaga Booty More, PS- Khelgoan, Ranchi, RANCHI (Jharkhand) - 835217",--
323,KIRAN SHRIVASTAVA FOUNDATION,"024245
EAST SINGHBUM (Jharkhand)","A-16 New Green City, Near Transport Nagar, M.g.m Medical College, East Singhbhum, Jamshedpur, Jharkhand, India, 831018., Golmuri-Cum-Jugsalai, EAST SINGHBUM (Jharkhand) - 831018","Aged/Elderly, Children, Education & Literacy, Food Processing, Health & Family Welfare, Human Rights, Nutrition, Science & Technology, Skill Development, Women's Development & Empowerment"
324,KIRAN SINGH MEMORIAL CANCER FOUNDATION,"021723
GARHWA (Jharkhand)","C/o Dr Jwala Prasad Singh, Nr G P Plaza, ChiniyaRoad, Garhwa, Garhwa, Garhwa- 822114, Jharkhand, GARHWA, GARHWA (Jharkhand) - 822114",--
325,KIRKI FOUNDATION,"U94990JH2025NPL024706
RANCHI (Jharkhand)","C/O SITA DEVI CLUB ROAD, NEAR SUJATA CINEMA, Ranchi G.P.O., Ranchi, Ranchi- 834001, Jharkhand, Kanke, RANCHI (Jharkhand) - 834001","Civic Issues, Environment & Forests"
326,KISHORI SANRAKSHAN VRIDHA AASHRAY FOUNDATION,"U88900JH2024NPL023403
LATEHAR (Jharkhand)","C/O SURENDRA KUMAR PANDEY JUBLI ROAD JHARKHAND- 829206, LATEHAR, LATEHAR (Jharkhand) - 829206",--
327,KKSSA KSHETRALOK KALYAN SAMAJIK SEVA ASSOCIATION,"022865
DHANBAD (Jharkhand)","R/O: 10 ADARSH COLONY, GOURKHUTTI,, Bhowra, DHANBAD (Jharkhand) - 828302",--
328,KOCHI BHAI FOUNDATION,"Companies Act, 2013 (18 of 201
CHATRA (Jharkhand)","KOCHI BHAI FOUNDATION Veena banqet hall, huntergunj, Chatra (Chatra), Chatra, Chatra- 825401, Jharkhand, Jharkhand, CHATRA (Jharkhand) - 825401",--
329,KOIRI PARIVAR FEDERATION,"U88900JH2023NPL021762
RANCHI (Jharkhand)","C/O BIRENDRA KUMAR, SEC 9QR. NO. DT-796,DHURWA, Dhurwa, Ranchi, Ranchi, Jharkhand, India, 834004, RANCHI, RANCHI (Jharkhand) - 834004",--
330,KORU FOUNDATION,"U85300JH2022NPL018110.
EAST SINGHBUM (Jharkhand)","Hill View Colony,Road no.3, Dimna, MGM Medical College,Jamshedpur,Purba Singhbhum,Jharkhand,831012, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831012",--
331,KOYAL FOUNDATION,"U85500JH2024NPL021796
RANCHI (Jharkhand)","103, ANURAG APARTMENT, ASHOK ASTHALI, DORANDA, RANCHI, RANCHI (Jharkhand) - 834002",--
332,KOYLANCHAL CHARITABLE FOUNDATION,"019175
DHANBAD (Jharkhand)","W/o Panchanan Moni, Trimurti Mandir Hirapur, Binod Nagar, P.O- Dhanbad, Dhanbad, Dhanbad, Jharkhand, India, 826001, Dhanbad, DHANBAD (Jharkhand) - 826001",--
333,KRIDARATNA FOUNDATION,"U93190JH2025NPL024343
EAST SINGHBUM (Jharkhand)","FIRST FLOOR, H NO-31 ROAD, NO-2, PREMNAGAR, PO TELCO, TELCO WORKS, EAST SINGHBHUM, JAMSHEDPUR, JHARKHAND- 831004, Golmuri-Cum-Jugsalai, EAST SINGHBUM (Jharkhand) - 831004","Education & Literacy, Sports"
334,KRISHNAM KAMDHNU FOUNDATION,"U88900JH2024NPL022833
RAMGARH (Jharkhand)","C/O MANISH KR AGARWAL AGRASEN PATHJHARKHAND829122, RAMGARH CANTT, RAMGARH (Jharkhand) - 829122",--
335,KSH YOUTH FOUNDATION,"U85410JH2023NPL020567
KODERMA (Jharkhand)","C/O MEENA DEVI AT ASNABAD POST KARMA JHUMRI TELAIYA KARMA KOODERMA, JHUMRI TELAIYA, KODERMA (Jharkhand) - 825409",--
336,KSHITIJ SAHYOG FOUNDATION,"U80904JH2022NPL019531
GIRIDIH (Jharkhand)","KSHITIJ SAHYOG FOUNDATION BISHESHWAR PRAJAPATI, RANGAMATI, ROSHNATUNDA, NIMIYAGHAT, GIRIDIH, Giridih, Jharkhand, India, 825167, DHANBAD, GIRIDIH (Jharkhand) - 825167",--
