Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
327,CHAND HUMANITY FOUNDATION,"U80900BR2021NPL053989
NALANDA (Bihar)","sachiv badi masjid,shop no-5,BADI, Masjid, BAIGNABAD, BIHARSHARIF, Nalanda, Bihar, India, 803101, Nalanda, NALANDA (Bihar) - 803101",--
328,CHANDAN SINGH FOUNDATION,"057677
JAMUI (Bihar)","C/O DEWNI DEVI VIL-TOLA CHAHBACHCHA, PANCH-POJHA BLOCK-CHAKAI, DIST. JAMUI, Jamui, CHAKAI, Bihar, India, 811307, Chakai, JAMUI (Bihar) - 811307","Education & Literacy, Women's Development & Empowerment"
329,CHANDRADEV LIFE GIVER EDUCATION FOUNDATION,"U85100BR2024NPL071512
SARAN (Bihar)","DEO MUNI DEVI HOUSE NO.164, PRAVEJA BAD PAHARI CHAK, SONEPUR, SARAN, CHAPRA, BIHAR, INDIA, 841101, Sonepur, SARAN (Bihar) - 841101","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
330,CHANDRAHAS IMPACTGRAM FOUNDATION,"074862
BEGUSARAI (Bihar)","1st Floor, St. Paul School, Suryapura, Birpur-Sanjat Road, Bhagwanpur, BEGUSARAI (Bihar) - 851120","Art & Culture, Children, Dalit Upliftment, Disaster Management, Education & Literacy, Health & Family Welfare, Human Rights, Rural Development & Poverty Alleviation, Skill Development, Women's Development & Empowerment"
331,CHANDRAKANCHAN FOUNDATION,"U85499BR2025NPL074691
PATNA (Bihar)","C/o BAIDNATH MISHRA, C. TOLA, GAIGHAT, GULZARBAGH, PATNA 800007., Sampatchak, PATNA (Bihar) - 800007","Education & Literacy, Environment & Forests"
332,Change Growth Foundation,"048157
PASHCHIM CHAMPARAN (Bihar)","H.No. 15, Street No.2, Bagha, bettiah, West Champaran, bettiah, West Champaran, Bihar, Bagha, PASHCHIM CHAMPARAN (Bihar) - 845101",--
333,CHAURAHA FOUNDATION,"U80301BR2022NPL058204
PATNA (Bihar)","403, AMBITION BUSINESS CENTRE, JAMAL ROAD, PATNA, PATNA (Bihar) - 800001",--
334,CHAURASI RAMJANKI FOUNDATION,"U94990BR2023NPL063023
NALANDA (Bihar)","RAM JANKI PARISAR, VILLCHOURASI, POMAHANANDPUR, PSNAGARNAUSA, DISTNALANDA, NALANDA, NALANDA (Bihar) - 801305",--
335,CHHAYAGRIH JEEVAN JYOTI SEVA FOUNDATION,"U85100BR2022NPL057459
SAMASTIPUR (Bihar)","C/O RAMBILASH CHOURASIYA VILLDESARI URF SAHJAHANPUR, CHOURASIYA TOLA, PANCH BIBHUTIPUR,, SAMASTIPUR, SAMASTIPUR (Bihar) - 848211","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
336,CHIKSAURYA ELECTORAL TRUST,"068233
PATNA (Bihar)","C/O-LALAN PRASAD SINGH, B/12, MAGISTRATE COLONY, ASHIANANAGAR, PATNA, PHULWARI, BIHAR- 800025, INDIA., Patna, PATNA (Bihar) - 800025",--
337,CHILLI WOOD CONFEDERATION,"064604
GAYA (Bihar)","Chiraila, Belaganj,Gaya, Gaya, GAYA (Bihar) - 804403",--
338,CHINTA RAI SAHAB SINHA FOUNDATION,"U85499BR2024NPL067319
SHEIKHPURA (Bihar)","Ward No-16, Barbigha, Hatiya Mor, Barbigha, Sheikhpura, Barbigha, Bihar, India, 811101, Sheikhpura, SHEIKHPURA (Bihar) - 811101",--
339,CHIRANTAN PRAYAS FOUNDATION,"U88100BR2023NPL065861
SIWAN (Bihar)","Po kishunpura Ps basantpur, Siwan, SIWAN (Bihar) - 841416",--
340,CHITRA CHARITABLE FOUNDATION,"U80900BR2020NPL046139
ROHTAS (Bihar)","SHASHIKNAT SINGHC/O CHITRAGAN SINGHDINARA NEAR NH30 ROHTASBIHAR802213 9404023239, DINARA, ROHTAS (Bihar) - 802213",--
341,CHITRAGUPTA EDUCATIONAL AND WELFARE TRUST,"18347
GAYA (Bihar)","Gaya, Gaya Town C.D.Block, GAYA (Bihar) - 823001","Aged/Elderly, Agriculture, Art & Culture, Biotechnology, Children, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare"
342,CHRIST CHURCH KHAGAUL FOUNDATION,"U00900BR2024NPL067722
PATNA (Bihar)","HOUSE NO-C/10, ANAND, ANISABAD, PHULWARI, PATNA, PATNA, PATNA (Bihar) - 800002",--
343,CHUP CHAAP FOUNDATION,"U85300BR2021NPL052999
BEGUSARAI (Bihar)","TEGHRA WARD NO-5, DANIYALPUR, POKHAR PAR, TEGHRA MAIN ROAD, TEGHRA, BEGUSARAI (Bihar) - 851133",--
344,CIMP Business Incubation & Innovation Foundation,"U85300BR2021NPL055752
PATNA (Bihar)","Chandragupt Institute Of Management, 2nd Floor, Administrative Block, Institutional Area, Mithapur, Patna, Bihar -800001, Phulwari, PATNA (Bihar) - 800001","Education & Literacy, Skill Development, Urban Development & Poverty Alleviation, Vocational Training, Youth Affairs"
345,CIMP Centre For CSR & ESG Studies Foundation,"U88900BR2023NPL063654
PATNA (Bihar)","Plot No. -101, 102, 103, Chandpur Bela, Karbigahiya, Mithapur Institutional Area, Phulwari, Patna, Bihar -800001., Phulwari, PATNA (Bihar) - 800001","Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Rural Development & Poverty Alleviation, Scientific & Industrial Research, Skill Development, Urban Development & Poverty Alleviation, Women's Development & Empowerment, Youth Affairs"
346,Circle Theatre in Education Forum,"051431
NALANDA (Bihar)","C/o Ravi Bhushan, Bhaisasoor, Musadpur, Bihar Sharif- 1, Bihar, NALANDA (Bihar) - 803101","Art & Culture, Children, Civic Issues, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Skill Development, Tribal Affairs, Women's Development & Empowerment"
347,CISRO HEALTHCARE FOUNDATION,"U85300BR2022NPL056643
PATNA (Bihar)","C/o Shashi Kumar Pragati Nagar, Chamarichak , B, Danapur Patna BR 801503 IN, PATNA, PATNA (Bihar) - 801503",--
348,CKHITAISI CHARITABLE FOUNDATION,"U85500BR2024NPL070637
BHOJPUR (Bihar)","C/O GUPTESHWAR SINGHKRISHNA NAGAR ZERO MILE ANAITH ARANEAR PETROL PUMP ANAITH ARA, Ara, BHOJPUR (Bihar) - 802301",--
349,CKKK GRAMIN PARIVAR FOUNDATION,"068566
GAYA (Bihar)","C/O CHANDAN KUMAR, VILL, BISHUN BIGHA PS IMAMGANJ, Pakri Guria, Gaya, Imamganj, Bihar, India, 824206, GAYA, GAYA (Bihar) - 824206",--
350,CL SOCIAL WELFARE FOUNDATION,"072254
PASHCHIM CHAMPARAN (Bihar)","C/o CHANDRA SUBHASH, BELBANWA, Motihari Court, East Champaran, Motihari, Bihar, India, 845401, MOTHIHARI, PASHCHIM CHAMPARAN (Bihar) - 845401",--
351,CLASSICAL CULTURAL RESOURCE FOUNDATION,"U92490BR2020NPL046231
VAISHALI (Bihar)","VILLAGE-JURAWANPUR, POST-MANIYARPUR,THANA-BIDUPUR, HAJIPUR, VAISHALI (Bihar) - 844504",--
352,CMAOI ASSOCIATION,"U88100BR2023NPL066370
PATNA (Bihar)","SO Junaid Asghar Haroon Nagar Sector 2 Phulwari Patna, Patna, PATNA (Bihar) - 801505",--
353,COCASHIPING SOCIAL WELFARE FOUNDATION,"U88900BR2024NPL069452
PATNA (Bihar)","C/O RANJIT KUMAR SINGH, VASANT VIHAR, KHAJPURA, SHEIKHPURA(PATNA), PHULWARI, PATNA-800014 BIHAR, PHULWARI, PATNA (Bihar) - 800014",--
354,COLOSSUS MANPOWER SOLUTIONS PRIVATE LIMITED,"U74140BR2015PTC024009
PATNA (Bihar)","FLAT NO 301 SHANTI HERITAGE RUKANPURA, PATNA, PATNA (Bihar) - 800014",--
355,COME TOGETHER FOUNDATION,"54877
GAYA (Bihar)","C/o Sagar Kumar, Bhadeji, Manpur, Manpur, Gaya, Manpur, Bihar, India, 823003, Gaya, GAYA (Bihar) - 823003",--
356,commixture foundation,"171429
PATNA (Bihar)","commixture foundation, JAKARIYAPUR, SAMPATCHAK EAST OF VAISHALI CEMENT STORE PATNA BIHAR- 800016, Patna Rural, PATNA (Bihar) - 800016","Animal Husbandry, Dairying & Fisheries, Education & Literacy"
357,COMMUWELF HELP FOUNDATION,"070845
DARBHANGA (Bihar)","C/O SURESH THAKUR, CHATTI POKHAR, Darbhanga, Darbhanga, Darbhanga- 846004, Bihar, Darbhanga, DARBHANGA (Bihar) - 846004",--
358,CONQUEST FOUNDATION,"U85490BR2025NPL074575
VAISHALI (Bihar)","C/O DHARMVEER RAY,UPHRAUL, UPHRAUL, DESRI, Desari, Vaishali, Bihar, India, 844504, Desri, VAISHALI (Bihar) - 844504","Children, Civic Issues, Disaster Management, Education & Literacy, Information & Communication Technology, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Right to Information & Advocacy, Skill Development, Vocational Training, Women's Development & Empowerment, Youth Affairs"
359,CONSCIOUS SYNERGETIC FOUNDATION,"U85300BR2019NPL044239
KISHANGANJ (Bihar)","C/O SURAIYA BEGAM UTTAR PALLY, Kishanganj, KISHANGANJ, Bihar, India, 855107, Kishanganj, KISHANGANJ (Bihar) - 855107",--
360,COTRUTH CORRUPTION INTELLIGENCE DETECTIVE FOUNDATION,"U85300DL2021NPL384720
MADHUBANI (Bihar)","HOUSE OF SAMSHER ALI KAUSHER WARD NO-12 NEAR HR MALL BALUAA MOHALLA GHANDHI CHOWK MADHUBANI, MADHUBANI, MADHUBANI (Bihar) - 847211",--
361,COUNCIL OF CHIKSAURYA,"U80903BR2021NPL055195
PATNA (Bihar)","H/O LALAN PRASAD SINGH , B/12 , MAGISTRATE COLONY , ASHIANA NAGAR, PATNA, PATNA, PATNA (Bihar) - 800025",--
362,Craft chaupal council,"057901
PATNA (Bihar)","House no B-20, Indirapuri colony , Post B.V. College PATNA, PATNA, PATNA (Bihar) - 800014",--
363,CRISSICA FOUNDATION,"U88100BR2025NPL074158
BEGUSARAI (Bihar)","C/O SRI. PRAKASH KUMAR, WARD NO- 39,BISHUNPUR, Mirzapur Banduar, Begusarai, Begusarai, Bihar,India, Barauni, BEGUSARAI (Bihar) - 851129","Aged/Elderly, Children, Differently Abled, Education & Literacy, Health & Family Welfare"
364,CRYSTALLINE EDUCATIONAL AND CULTURAL FOUNDATION,"U80902BR2019NPL043302
MUZAFFARPUR (Bihar)","H. NO. 026/0182, HANUMANT NAGAR, BALUGHAT MUZAFFARPUR, BIHAR,INDIA-842001, Muzaffarpur, MUZAFFARPUR (Bihar) - 842001",--
365,CURICON FOUNDATION,"AALCC8211H
PATNA (Bihar)","C/O-CHANDRADEEP RAI, S/O LATE MAHABIR RAI A/17, Sheikhpura (Patna), Phulwari, Patna- 800014, Bihar, PATNA, PATNA (Bihar) - 800014",--
366,CYCLE YATRA EK VICHAR JAMUI FOUNDATION,"U88100BR2024NPL067753
JAMUI (Bihar)","Anand Niketan, Near of Garbhu Stahan, Sirchand Nawada, Jamui, Bihar -811307 Mobile No.- 9708815288Website link https://bit.ly/cyevjamui, JAMUI, JAMUI (Bihar) - 811307",--
367,CYEILE FOUNDATION,"U85500BR2024NPL070833
AURANGABAD (Bihar)","VillageRafiganj, TolaBabuganj, Aurangabad824125, Bihar, Patna, AURANGABAD (Bihar) - 824125",--
368,D.v medicity Hospital and research centre Private Limited,"45374
MADHEPURA (Bihar)","c\o veena rani,panch chausa east vill -chausa chausa,madhepura ,bihar,india 852213, chausa, MADHEPURA (Bihar) - 852213",--
369,DADIRRI FOUNDATION,"U85300BR2022NPL060554
PATNA (Bihar)","C/O SRI JAI NR SINGH S/O RADHA SINGH YADAV ASHOK NAGAR 8 DEVENDRA LANE A,PATNA, BIHAR, INDIA, 800020, PATNA, PATNA (Bihar) - 800020",--
370,DAISY SOCIAL WELFARE FOUNDATION,"045835
NALANDA (Bihar)","VILL - FAGUNIPAR, POST- MADANPUR, BADRABAD, EKANGERSARAI, NALANDA, Nalanda, NALANDA, Bihar, India, 801301, Ekangarsarai, NALANDA (Bihar) - 801301","Aged/Elderly, Agriculture, Animal Welfare, Art & Culture, Education & Literacy, Health & Family Welfare, Human Rights, Skill Development, Urban Development & Poverty Alleviation, Women's Development & Empowerment, Youth Affairs"
371,DAKSHJA DEVLOPMENT FOUNDATION,"U88900BR2025NPL075397
KATIHAR (Bihar)","S/O Md Noorul Hoda, Raghunichak Mansahi Katihar Bihar 854103, Mansahi, KATIHAR (Bihar) - 854103","Agriculture, Disaster Management, Education & Literacy, Health & Family Welfare, Labour & Employment, Panchayati Raj, Rural Development & Poverty Alleviation, Skill Development, Sports, Vocational Training, Women's Development & Empowerment"
372,DALIT INDUSTRIES ASSOCIATION OF BIHAR,"U85300BR2020NPL045742
PATNA (Bihar)","NEAR BIHAR STATE POLLUTION CONTROL BOARD,BEHIND VISWAKARMA MANDIR, PATLIPUTRA INDUSTRIAL AREA PATLIPUTRA PATNA -13, PATNA, PATNA (Bihar) - 800013",--
373,DAMAR INDIA AGRO FOUNDATION,"U88900BR2025NPL072933
BEGUSARAI (Bihar)","C/o RAKESH KR SINGH, SIR GANESH DUTT NAGAR, Begusarai, Begusarai, Begusarai, Bihar, India, 851101, BEGUSARAI, BEGUSARAI (Bihar) - 851101",--
374,DARSH KALYANKARI FOUNDATION,"U85499BR2024NPL069223
GAYA (Bihar)","C/O SHAMBHUSHARAN, KONCH, VILL-KURMANWAN TOLA-BHOJA, Kurmawan, Paraiya, Gaya- 824209, Bihar, GAYA, GAYA (Bihar) - 824209",--
375,DARSHIT MICRO FOUNDATION,"U85300BR2021NPL054659
PASHCHIM CHAMPARAN (Bihar)","JAIPRAKASH NAGAR,BETTIAH, Bettiah, PASHCHIM CHAMPARAN (Bihar) - 845438",--
376,DARUL SUKUN FOUNDATION,"U86909BR2023NPL065483
NALANDA (Bihar)","House no 499,Kagzi mohalla, Biharsharif, NALANDA (Bihar) - 803101",--
377,DASAI RAI YADAV CARE FOUNDATION,"U88100BR2025NPL076472
PURBI CHAMPARAN (Bihar)","Khoda Nagar, W14, Mahi Complex, Motihari, East Champaran, Motihari, Bihar, India, 845401, Motihari, PURBI CHAMPARAN (Bihar) - 845401","Aged/Elderly, Children, Differently Abled, Education & Literacy, Environment & Forests, Health & Family Welfare, Nutrition, Rural Development & Poverty Alleviation"
378,DAYAL GIRIJA VISHNU FOUNDATION,"074880
PATNA (Bihar)","C/O PUNAM DEVI MANGAL MARKET DEVI ASTHAN WALI GALI ME SHEIKHPURA PATNA PHULWARI PATNA BIHAR 800014, Phulwari, PATNA (Bihar) - 800014","Education & Literacy, Health & Family Welfare, Skill Development"
379,DAYAMANTI FARMER PRODUCER COMPANY LIMITED,"U01611BR2024PTC066957
SAMASTIPUR (Bihar)","VILL- DHAMAUN, BLOCK- PATORI, SAMASTIPUR, BIHAR, 848504, Patori, SAMASTIPUR (Bihar) - 848504","Agriculture, Food Processing"
380,DAYARAM EDUCATION AND WELFARE ASSOCIATION,"U85300BR2022NPL060492
NALANDA (Bihar)","C/O-RAJ BRIND SINGH, VILL/TOLA- KOBIL, PANCH-BARDIH, BLOCK-ISLAMPUR, NALANDA, Nalanda, Bihar, India, 801303, NALANDA, NALANDA (Bihar) - 801303",--
381,DAYYWISE VISIONHOPE MICROCARE FOUNDATION,"U88900BR2024NPL071854
SARAN (Bihar)","C/O PASURAM SAH, PAKRI 5, SHEKHPURA, BLOCKAMNOUR, Pakri Mohamdpur, Saran, Chapra, Bihar, India, 841218, CHAPRA, SARAN (Bihar) - 841218",--
382,DECARNO FOUNDATION,"U85499BR2025NPL076777
PATNA (Bihar)","509, ASHIANA TOWER, EXHIBITION ROAD, Phulwari, PATNA (Bihar) - 800001","Agriculture, Animal Welfare, Art & Culture, Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Minority Issues, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Vocational Training, Women's Development & Empowerment, Youth Affairs"
383,DEEPAKNANDAN SEVA FOUNDATION,"068540`
PATNA (Bihar)","SHIVAJI NAGAR,MAKHDUMPUR BAGICHA, DIGHA ,PATNA 800011, Patna, PATNA (Bihar) - 800011",--
384,DEEPANKAR WELFARE FOUNDATION,"U853000BR2022NPL060268
SARAN (Bihar)","SARHA, SANRAHA, SARAN, BIHAR, INDIA, - 841301, Garkha, SARAN (Bihar) - 841216","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
385,DEEPGUNJ FOUNDATION,"U88900BR2025NPL074619
MUZAFFARPUR (Bihar)","C/O BRAJESH KUMAR SINGH, VILL-JARANG, Gaighat, Muzaffarpur, Muzaffarpur, Bihar, India, 847107, Gaighat, MUZAFFARPUR (Bihar) - 847107","Agriculture, Animal Welfare, Art & Culture, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Skill Development, Water Resources, Women's Development & Empowerment, Youth Affairs"
386,DEEPRAKASH MICRO SERVICES FEDERATION,"068631
SAMASTIPUR (Bihar)","FLAT NO 1 GROUND FLOOR, ADWAIT APARTMENTS,W NO 40, SAMASTIPUR, SAMASTIPUR,, Samastipur, SAMASTIPUR (Bihar) - 848101",--
387,DEESODI INITIATIVE INDIA FOUNDATION,"U88900BR2024NPL067091
MUZAFFARPUR (Bihar)","VILL MURAUL, POST - BASAULI, PS- MANIYARI, DIST-MUZAFFARPUR, BIHAR, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 844127",--
388,DEO MUNI SINGH MEMORIAL FOUNDATION,"U86900BR2023NPL065552
PATNA (Bihar)","C/O SRI PIYUSH KUMAR S,A/180 PC COLONY KANKARBAGH LOHIA NAGAR SAMPATCHAK PATNA, Patna, PATNA (Bihar) - 800020",--
389,DESHBANDHU MICRO SERVICE FOUNDATION,"067061
PURNIA (Bihar)","C/O DESH BANDHU KARN,PROFESSOR COLONY, RAMBAGH, Purnia, PURNIA (Bihar) - 854301",--
390,DeshiPashu Livestock Farms Private Limited,"U46101BR2025PTC077126
PATNA (Bihar)","T-555, Kankarbagh, Patna-800020, Sampatchak, PATNA (Bihar) - 800020","Animal Husbandry, Dairying & Fisheries, Labour & Employment"
391,DESTINY EDUCATION ZONE AND SOCIAL WELFARE FOUNDATION,"063192
PATNA (Bihar)","RAM SHEWAK PD SINGH 206 ASHIANA TOWER EXIHIBITION ROAD, Phulwari, PATNA (Bihar) - 800001","Education & Literacy, Vocational Training"
392,DEV REET FOUNDATION,"U02401BR2024NPL071487
PATNA (Bihar)","FLAT NO. S702, UDAIGIRI APARTMENT, BUDDHA MARG, PATNA800001, PATNA, PATNA (Bihar) - 800001",--
393,DEVENDRA DULARI INDIA FOUNDATION,"U88900BR2024NPL071846
MUZAFFARPUR (Bihar)","C/O NAMESH KUMAR SINGH, K, KHESHRA 1088, BHIKHANPUR, Umanagar, Muzaffarpur, Bochaha, Bihar, India, 842004, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 842004",--
394,DEVENDRA PRAMILA FOUNDATION,"U85300BR2022NPL059404
NALANDA (Bihar)","VILLAGE FATEHPUR POST NALANDA, NALANDA,Nalanda, Bihar, India, 803111, Nalanda, NALANDA (Bihar) - 803111",--
395,DEVENDRA SEVA FOUNDATION,"U85500BR2025NPL073832
JEHANABAD (Bihar)","C/o LAKHAN SINGH, VIL-TOLA- PANDUI, PANCH, PANDOOI, JEHANABAD- 804417, BIHAR, PANDUI, JEHANABAD (Bihar) - 804417",--
396,DEVI TARA WELFARE FOUNDATION,"U88100BR2023NPL062286
SAMASTIPUR (Bihar)","C/O SANDAN SUMAN , VILLAGE CHAKLA WAINI, TOLA CHAKLA WAINI, PANCH- CHAKLEWAINI, BLOCK PUSA,, CHAKLEWAINI, SAMASTIPUR (Bihar) - 848131",--
397,DEVKANT SOCIAL WELFARE FOUNDATION,"070243
PATNA (Bihar)","R/O FNO-101,SUYASH ASHISH, MENSION GAND, PATLIPUTRA, Patliputra, Patna, Phulwari, Bihar, India, 800013 , PATNA, PATNA (Bihar) - 800013",--
398,DEVOTICS FOUNDATION,"073877
ROHTAS (Bihar)","C/O CHANDRA PRABHAKAR, CHITRANSH VILL WAJEETPUR, Banjari, Rohtas, ROHTAS (Bihar) - 821303","Animal Welfare, Differently Abled, Education & Literacy, Rural Development & Poverty Alleviation, Skill Development, Women's Development & Empowerment"
399,DEVSON GLOBAL FOUNDATION,"U85300BR2023NPL061701
PATNA (Bihar)","C/OOMKAR BHARTI,TOWN- SONAGOPALPUR WARD NO 18 PS PO- SONAGOPALPUR,PATNA,BIHAR 800007,INDIA MOB-7908590255, SONAGOPALPUR, PATNA (Bihar) - 800007",--
400,DGIIT EDUCATION PRIVATE LIMITED,"U80900BR2022PTC057360
KATIHAR (Bihar)","At.-Madhepura,P.o P.s-Katihar,Dist.-katihar(Bihar)-854105, Katihar, KATIHAR (Bihar) - 854105",--
401,DHAN VALLABH WELFARE FOUNDATION,"048247
PATNA (Bihar)","MIGH 296 Kankarbagh Colony Near Shivaji Park Karbigahiya, Patna 800020, Patna, PATNA (Bihar) - 800020",--
402,DHANANTREE MICROCARE ASSOCIATION,"073079
BUXAR (Bihar)","H.No.-07, Vill-Sapahi, Post-Nimez, Ps-Nimez, Nimej,, Dumraon, BUXAR (Bihar) - 802130",--
403,DHANARJAY WELFARE FOUNDATION,"074863
NAWADA (Bihar)","WARD NO. 22, HISUA, NAGAR, PARISHAD, PROFESSOR COLONY, Nawada, NAWADA (Bihar) - 805103","Agriculture, Biotechnology, Disaster Management, Education & Literacy, Environment & Forests, Labour & Employment, Women's Development & Empowerment"
404,DHANASVI WELFARE FOUNDATION,"U85499BR2023NPL064256
BEGUSARAI (Bihar)","C/O Kamini Devi, Vill-Teai, Panch-Takiya, Po Dadpur, Bhagwanpur,Begusarai-851133,Bihar, Begusarai, BEGUSARAI (Bihar) - 851133",--
405,DHANENDRA EDUCATION AND RESEARCH FOUNDATION,"U88900BR2024NPL068112
SIWAN (Bihar)","VILL-HATA JALALPUR, PANCH-JALALPUR ,BLOCK-HAS,, Hasanpura, SIWAN (Bihar) - 841326","Education & Literacy, Environment & Forests, Health & Family Welfare, Legal Awareness & Aid, Scientific & Industrial Research, Skill Development, Vocational Training"
406,DHANIK LAL MANDAL MEMORIAL HOSPITAL PRIVATE LIMITED,"U85100BR2020PTC045496
DARBHANGA (Bihar)","C/O VISHNU DEV MANDAL, HOUSE NO.07, ATMEDICARE,KUMHIYA CHOWK, BAHERI, DARBHANGA,BIHAR847105. MOBILE7070955101 ; 8340266365, Baheri Darbhanga, DARBHANGA (Bihar) - 847105",--
407,DHARAMSHEELA DEVI MULTI SPECIALITY HOSPITAL FOUNDATION,"U85110BR2019NPL042521
NAWADA (Bihar)","KHATA NO 50 , PLOT NO 355 , ITI ROAD , KENDUA PATNA BYPASS ROAD , NAWAD BIHAR - 805110, Nawada, NAWADA (Bihar) - 805110","Health & Family Welfare, HIV/AIDS"
408,DHARMASTHIYAS FOUNDATION,"U88900BR2024NPL069732
SARAN (Bihar)","C/O DINESH PANDEY, BALUA, DHAMSAR, PURUSHOTIMPUR, Lahladpur, Lahladpur, Saran- 841224, Bihar, Saran, SARAN (Bihar) - 841224",--
409,DHARTI AMBAR RURAL SUPPORT FOUNDATION,"U85300BR2022NPL057637
VAISHALI (Bihar)","C/O CHANDA DEVI, VILL – MIRPUR PATANRH, PANCH – MIRPUR PATADH, BLOCK – RAJA PAKAR, HAJIPUR, VAISHALI, BIHAR844116, HAJIPUR, VAISHALI (Bihar) - 844116",--
410,DHARTISANGAM FOUNDATION,"073087
SARAN (Bihar)","C/O ANKUSHRAJ VILL, SALEHPUR TOLA PAHLEJA, Sonepur (Saran), Saran, Chapra, Bihar, India, 841101, SALEHPUR, SARAN (Bihar) - 841101",--
